-2.236067977499789450e+01,-5.601350283636974382e+03,-3.905078687584754789e+03,-6.614289077444379927e+01,-4.418470323539585110e+01,-4.391637507809587504e+01,-4.377335617025499232e+04,-1.198532435939887542e+01,-1.100145444929896676e+01,-6.747111515307866512e+02,-1.154797178683241867e+02,-2.341082957667348978e+02
0.000000000000000000e+00,3.227479666860815087e+03,8.524081792221116416e+01,4.670827257189971160e-01,5.019396455487757924e-01,-1.137110184669146706e-01,2.263375994280003667e+01,-5.917930388877551406e-02,-8.560859510193017385e-01,-3.547659840453309954e-02,-2.872903720563257934e+00,-8.427494892269880022e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.665868991355654771e+03,1.632795388035787498e+00,5.626836834430681833e-02,-1.026679407149601042e+00,4.487020945457766175e+01,7.891028844098313400e-03,-1.280915776678823725e-01,1.336587426266072143e+01,2.104097673347661512e+00,-1.167760912897527703e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.214395453188894436e+01,1.052462976717824406e+00,-2.169449887230536778e-01,-2.264339597459634490e+01,-1.950835635000051083e-01,-1.537150723571480970e-01,1.764416281712328782e+01,8.791987526075750736e-02,-5.669453045700732829e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.828521840573933233e+01,7.158146814324574114e-01,1.010686418314554302e+01,4.010573560471178967e-01,2.459532883173572992e-01,-1.338698273234395941e+01,8.176449576595796742e-01,9.942956151423363309e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.788087087960001753e+01,-3.933622806308115116e+01,-3.534485045731126096e-01,5.358944843509836353e-01,1.995088254564971209e+01,-1.344335256349356023e+00,-3.258056858269445577e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.898643923429165170e+02,-1.932070833336368976e-02,-6.790361047430658603e-01,-1.192429954490667132e+00,5.030196984377830471e-01,-1.658092283093854036e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.113661671275940712e+01,9.749809201840907713e-01,8.431641973043051408e+00,-1.134526787641401580e+00,-4.478108890940805331e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.106506788610303182e+01,-1.912366951035650242e+00,5.732440065703110044e+00,-1.387135839708711771e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.565160365769532405e+02,-1.811353451390004476e+00,-5.925049503771967707e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.332621815680305133e+01,8.020370621704822511e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224311895842978402e+02
